sample_id,npy_idx,excel_pos,cation,anion,refrigerant,T_K,P_MPa,x1,anion_smiles,cation_smiles,refri_smiles,sheet,ae_a,ae_b,delta_ae,pred_a,pred_b
[pmpy]__[Tf2N]__R134__298.14__0.05,2294,2294,[pmpy],[Tf2N],R134,298.14,0.05,0.161,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,C(CC)[N+]1=CC(=CC=C1)C,FC(F)C(F)F,Table S3. VLE HFCs,0.001296699999999984,0.006897399999999998,-0.005600700000000014,0.1622967,0.1678974
[pmpy]__[Tf2N]__R134__298.02__0.15,2296,2296,[pmpy],[Tf2N],R134,298.02,0.15,0.403,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,C(CC)[N+]1=CC(=CC=C1)C,FC(F)C(F)F,Table S3. VLE HFCs,0.00018412000000000983,0.0016209500000000099,-0.00143683,0.40281588,0.40137905
[pmpy]__[Tf2N]__R134__348.13__0.2,2313,2313,[pmpy],[Tf2N],R134,348.13,0.2,0.16,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,C(CC)[N+]1=CC(=CC=C1)C,FC(F)C(F)F,Table S3. VLE HFCs,0.007784220000000008,0.0006007499999999832,0.007183470000000025,0.15221578,0.16060075
[bmpy]__[Tf2N]__R32__298.15__0.0096,2317,2317,[bmpy],[Tf2N],R32,298.15,0.0096,0.01,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,CCCC[n+]1cccc(C)c1,C(F)F,Table S3. VLE HFCs,0.02111909,0.028180113,-0.007061023,0.03111909,0.038180113
[P44414]__[HFPS]__R134a__283.15__0.2,2359,2359,[P44414],[HFPS],R134a,283.15,0.2,0.494,FC(F)(F)C(F)C(F)(F)S(=O)(=O)[O-],CCCC[P+](CCCC)(CCCC)CCCCCCCCCCCCCC,C(C(F)(F)F)F,Table S3. VLE HFCs,0.007779759999999969,0.004323140000000003,0.003456619999999966,0.48622024,0.49832314
[P44414]__[HFPS]__R134a__283.15__0.3002,2361,2361,[P44414],[HFPS],R134a,283.15,0.3002,0.672,FC(F)(F)C(F)C(F)(F)S(=O)(=O)[O-],CCCC[P+](CCCC)(CCCC)CCCCCCCCCCCCCC,C(C(F)(F)F)F,Table S3. VLE HFCs,0.047317900000000024,0.03914800000000007,0.008169899999999952,0.6246821,0.632852
[P44414]__[HFPS]__R134a__298.1__0.2002,2367,2367,[P44414],[HFPS],R134a,298.1,0.2002,0.35,FC(F)(F)C(F)C(F)(F)S(=O)(=O)[O-],CCCC[P+](CCCC)(CCCC)CCCCCCCCCCCCCC,C(C(F)(F)F)F,Table S3. VLE HFCs,0.009581499999999965,0.008842130000000004,0.0007393699999999614,0.3404185,0.35884213
[P66614]__[TMPP]__R32__302.8__0.3899,2419,2419,[P66614],[TMPP],R32,302.8,0.3899,0.3258,CC(C)(C)CC(C)CCP(=O)([O-])CC(C)CC(C)(C)C,CCCCCC[P+](CCCCCC)(CCCCCC)CCCCCCCCCCCCCC,C(F)F,Table S3. VLE HFCs,0.0028650699999999696,0.00429446,-0.0014293900000000304,0.32293493,0.33009446
[P66614]__[TMPP]__R32__313.7__0.4541,2425,2425,[P66614],[TMPP],R32,313.7,0.4541,0.3073,CC(C)(C)CC(C)CCP(=O)([O-])CC(C)CC(C)(C)C,CCCCCC[P+](CCCCCC)(CCCCCC)CCCCCCCCCCCCCC,C(F)F,Table S3. VLE HFCs,0.008741970000000043,0.002430080000000001,0.006311890000000042,0.29855803,0.30486992
[P66614]__[TMPP]__R32__333.6__0.5639,2437,2437,[P66614],[TMPP],R32,333.6,0.5639,0.2781,CC(C)(C)CC(C)CCP(=O)([O-])CC(C)CC(C)(C)C,CCCCCC[P+](CCCCCC)(CCCCCC)CCCCCCCCCCCCCC,C(F)F,Table S3. VLE HFCs,0.015411100000000011,0.004149300000000022,0.011261799999999988,0.2626889,0.2739507
[P66614]__[TMPP]__R161__302.9__0.27,2450,2450,[P66614],[TMPP],R161,302.9,0.27,0.411,CC(C)(C)CC(C)CCP(=O)([O-])CC(C)CC(C)(C)C,CCCCCC[P+](CCCCCC)(CCCCCC)CCCCCCCCCCCCCC,CCF,Table S3. VLE HFCs,0.0005072799999999988,0.0030157700000000287,-0.00250849000000003,0.41150728,0.41401577
[P66614]__[TMPP]__R161__312.6__0.317,2456,2456,[P66614],[TMPP],R161,312.6,0.317,0.395,CC(C)(C)CC(C)CCP(=O)([O-])CC(C)CC(C)(C)C,CCCCCC[P+](CCCCCC)(CCCCCC)CCCCCCCCCCCCCC,CCF,Table S3. VLE HFCs,0.007950499999999971,0.0016640799999999567,0.006286420000000015,0.4029505,0.39666408
[P66614]__[TMPP]__R161__323.9__0.374,2462,2462,[P66614],[TMPP],R161,323.9,0.374,0.391,CC(C)(C)CC(C)CCP(=O)([O-])CC(C)CC(C)(C)C,CCCCCC[P+](CCCCCC)(CCCCCC)CCCCCCCCCCCCCC,CCF,Table S3. VLE HFCs,0.0019409999999999705,0.01529303000000004,-0.01335203000000007,0.392941,0.37570697
[P66614]__[TMPP]__R152a__302.5__0.102,2478,2478,[P66614],[TMPP],R152a,302.5,0.102,0.191,CC(C)(C)CC(C)CCP(=O)([O-])CC(C)CC(C)(C)C,CCCCCC[P+](CCCCCC)(CCCCCC)CCCCCCCCCCCCCC,CC(F)F,Table S3. VLE HFCs,0.012967040000000013,0.003426860000000004,0.00954018000000001,0.17803296,0.19442686
[P66614]__[TMPP]__R152a__332.6__0.173,2496,2496,[P66614],[TMPP],R152a,332.6,0.173,0.148,CC(C)(C)CC(C)CCP(=O)([O-])CC(C)CC(C)(C)C,CCCCCC[P+](CCCCCC)(CCCCCC)CCCCCCCCCCCCCC,CC(F)F,Table S3. VLE HFCs,0.003617809999999999,0.009661169999999997,-0.006043359999999998,0.15161781,0.15766117
[P66614]__[TMPP]__R152a__343.2__0.504,2505,2505,[P66614],[TMPP],R152a,343.2,0.504,0.272,CC(C)(C)CC(C)CCP(=O)([O-])CC(C)CC(C)(C)C,CCCCCC[P+](CCCCCC)(CCCCCC)CCCCCCCCCCCCCC,CC(F)F,Table S3. VLE HFCs,0.03084969999999998,0.035734429999999984,-0.004884730000000004,0.3028497,0.30773443
[P66614]__[TMPP]__R143a__313.9__0.889,2518,2518,[P66614],[TMPP],R143a,313.9,0.889,0.371,CC(C)(C)CC(C)CCP(=O)([O-])CC(C)CC(C)(C)C,CCCCCC[P+](CCCCCC)(CCCCCC)CCCCCCCCCCCCCC,CC(F)(F)F,Table S3. VLE HFCs,0.011167199999999988,0.018278000000000016,-0.007110800000000028,0.3598328,0.352722
[P66614]__[TMPP]__R143a__323.6__0.63,2522,2522,[P66614],[TMPP],R143a,323.6,0.63,0.254,CC(C)(C)CC(C)CCP(=O)([O-])CC(C)CC(C)(C)C,CCCCCC[P+](CCCCCC)(CCCCCC)CCCCCCCCCCCCCC,CC(F)(F)F,Table S3. VLE HFCs,0.0006272999999999973,0.013132270000000001,-0.012504970000000004,0.2533727,0.24086773
[P66614]__[TMPP]__R143a__332.7__0.329,2526,2526,[P66614],[TMPP],R143a,332.7,0.329,0.139,CC(C)(C)CC(C)CCP(=O)([O-])CC(C)CC(C)(C)C,CCCCCC[P+](CCCCCC)(CCCCCC)CCCCCCCCCCCCCC,CC(F)(F)F,Table S3. VLE HFCs,0.013384950000000007,0.012414640000000005,0.000970310000000002,0.12561505,0.12658536
[P66614]__[TMPP]__R134a__303.5__0.343,2540,2540,[P66614],[TMPP],R134a,303.5,0.343,0.432,CC(C)(C)CC(C)CCP(=O)([O-])CC(C)CC(C)(C)C,CCCCCC[P+](CCCCCC)(CCCCCC)CCCCCCCCCCCCCC,C(C(F)(F)F)F,Table S3. VLE HFCs,0.004952979999999996,0.0275725,-0.022619520000000004,0.43695298,0.4595725
[P66614]__[TMPP]__R134a__302.9__0.406,2542,2542,[P66614],[TMPP],R134a,302.9,0.406,0.488,CC(C)(C)CC(C)CCP(=O)([O-])CC(C)CC(C)(C)C,CCCCCC[P+](CCCCCC)(CCCCCC)CCCCCCCCCCCCCC,C(C(F)(F)F)F,Table S3. VLE HFCs,0.0007270000000000332,0.014825140000000014,-0.014098139999999981,0.488727,0.50282514
[P66614]__[TMPP]__R134a__322.6__0.606,2554,2554,[P66614],[TMPP],R134a,322.6,0.606,0.445,CC(C)(C)CC(C)CCP(=O)([O-])CC(C)CC(C)(C)C,CCCCCC[P+](CCCCCC)(CCCCCC)CCCCCCCCCCCCCC,C(C(F)(F)F)F,Table S3. VLE HFCs,0.02185115999999998,0.00732060000000001,0.01453055999999997,0.42314884,0.4376794
[P66614]__[TMPP]__R134a__342.7__0.312,2561,2561,[P66614],[TMPP],R134a,342.7,0.312,0.199,CC(C)(C)CC(C)CCP(=O)([O-])CC(C)CC(C)(C)C,CCCCCC[P+](CCCCCC)(CCCCCC)CCCCCCCCCCCCCC,C(C(F)(F)F)F,Table S3. VLE HFCs,0.01040049999999998,0.02272135,-0.012320850000000022,0.2094005,0.22172135
[P66614]__[TMPP]__R125__303.5__0.114,2567,2567,[P66614],[TMPP],R125,303.5,0.114,0.202,CC(C)(C)CC(C)CCP(=O)([O-])CC(C)CC(C)(C)C,CCCCCC[P+](CCCCCC)(CCCCCC)CCCCCCCCCCCCCC,C(F)(F)(C(F)(F)F),Table S3. VLE HFCs,0.00195824,0.02438029,-0.02242205,0.20395824,0.22638029
[P66614]__[TMPP]__R125__343.2__0.847,2591,2591,[P66614],[TMPP],R125,343.2,0.847,0.451,CC(C)(C)CC(C)CCP(=O)([O-])CC(C)CC(C)(C)C,CCCCCC[P+](CCCCCC)(CCCCCC)CCCCCCCCCCCCCC,C(F)(F)(C(F)(F)F),Table S3. VLE HFCs,0.039834970000000025,0.04608812000000001,-0.006253149999999985,0.41116503,0.40491188
[P66614]__[TMPP]__R245fa__313.1__0.0579,2605,2605,[P66614],[TMPP],R245fa,313.1,0.0579,0.1373,CC(C)(C)CC(C)CCP(=O)([O-])CC(C)CC(C)(C)C,CCCCCC[P+](CCCCCC)(CCCCCC)CCCCCCCCCCCCCC,FC(F)(F)CC(F)F,Table S3. VLE HFCs,0.016507686000000008,0.009545600000000015,0.006962085999999992,0.120792314,0.1277544
[P66614]__[TMPP]__R245fa__313.1__0.0904,2607,2607,[P66614],[TMPP],R245fa,313.1,0.0904,0.2013,CC(C)(C)CC(C)CCP(=O)([O-])CC(C)CC(C)(C)C,CCCCCC[P+](CCCCCC)(CCCCCC)CCCCCCCCCCCCCC,FC(F)(F)CC(F)F,Table S3. VLE HFCs,0.04267022000000001,0.03609568000000002,0.00657453999999999,0.15862978,0.16520432
[P66614]__[TMPP]__R245fa__333.1__0.155,2620,2620,[P66614],[TMPP],R245fa,333.1,0.155,0.2066,CC(C)(C)CC(C)CCP(=O)([O-])CC(C)CC(C)(C)C,CCCCCC[P+](CCCCCC)(CCCCCC)CCCCCCCCCCCCCC,FC(F)(F)CC(F)F,Table S3. VLE HFCs,0.03397401,0.02405873,0.009915279999999999,0.17262599,0.18254127
[P66614]__[TMPP]__R236fa__292.9__0.0233,2623,2623,[P66614],[TMPP],R236fa,292.9,0.0233,0.0952,CC(C)(C)CC(C)CCP(=O)([O-])CC(C)CC(C)(C)C,CCCCCC[P+](CCCCCC)(CCCCCC)CCCCCCCCCCCCCC,FC(F)(F)CC(F)(F)F,Table S3. VLE HFCs,0.05367695,0.06743795999999999,-0.01376100999999999,0.14887695,0.16263796
[P66614]__[TMPP]__R236fa__312.9__0.0592,2636,2636,[P66614],[TMPP],R236fa,312.9,0.0592,0.1379,CC(C)(C)CC(C)CCP(=O)([O-])CC(C)CC(C)(C)C,CCCCCC[P+](CCCCCC)(CCCCCC)CCCCCCCCCCCCCC,FC(F)(F)CC(F)(F)F,Table S3. VLE HFCs,0.008344729999999995,0.0008642500000000108,0.007480479999999984,0.12955527,0.13876425
[P66614]__[TMPP]__R236fa__332.4__0.1778,2649,2649,[P66614],[TMPP],R236fa,332.4,0.1778,0.2159,CC(C)(C)CC(C)CCP(=O)([O-])CC(C)CC(C)(C)C,CCCCCC[P+](CCCCCC)(CCCCCC)CCCCCCCCCCCCCC,FC(F)(F)CC(F)(F)F,Table S3. VLE HFCs,0.012403739999999996,0.001207769999999997,0.01119597,0.20349626,0.21469223
[P66614]__[TMPP]__R227ea__313.4__0.0245,2662,2662,[P66614],[TMPP],R227ea,313.4,0.0245,0.104,CC(C)(C)CC(C)CCP(=O)([O-])CC(C)CC(C)(C)C,CCCCCC[P+](CCCCCC)(CCCCCC)CCCCCCCCCCCCCC,FC(F)(F)C(F)C(F)(F)F,Table S3. VLE HFCs,0.049767590000000014,0.06330842000000002,-0.013540830000000004,0.15376759,0.16730842
[P66614]__[TMPP]__R227ea__313.7__0.1934,2666,2666,[P66614],[TMPP],R227ea,313.7,0.1934,0.4383,CC(C)(C)CC(C)CCP(=O)([O-])CC(C)CC(C)(C)C,CCCCCC[P+](CCCCCC)(CCCCCC)CCCCCCCCCCCCCC,FC(F)(F)C(F)C(F)(F)F,Table S3. VLE HFCs,0.02262130000000001,0.028268440000000006,-0.005647139999999995,0.4156787,0.41003156
[P66614]__[TPES]__R134a__282.85__0.3,2683,2683,[P66614],[TPES],R134a,282.85,0.3,0.718,FC(F)(F)C(F)(F)OC(F)C(F)(F)S(=O)(=O)[O-],CCCCCC[P+](CCCCCC)(CCCCCC)CCCCCCCCCCCCCC,C(C(F)(F)F)F,Table S3. VLE HFCs,0.047740459999999985,0.06779299999999999,-0.020052540000000008,0.67025954,0.650207
[P66614]__[TPES]__R134a__298.1__0.1,2687,2687,[P66614],[TPES],R134a,298.1,0.1,0.228,FC(F)(F)C(F)(F)OC(F)C(F)(F)S(=O)(=O)[O-],CCCCCC[P+](CCCCCC)(CCCCCC)CCCCCCCCCCCCCC,C(C(F)(F)F)F,Table S3. VLE HFCs,0.03271094000000002,0.03994507,-0.0072341299999999775,0.19528906,0.18805493
[P66614]__[TPES]__R134a__298.1__0.3504,2692,2692,[P66614],[TPES],R134a,298.1,0.3504,0.574,FC(F)(F)C(F)(F)OC(F)C(F)(F)S(=O)(=O)[O-],CCCCCC[P+](CCCCCC)(CCCCCC)CCCCCCCCCCCCCC,C(C(F)(F)F)F,Table S3. VLE HFCs,0.018881399999999937,0.035102099999999914,-0.016220699999999977,0.5551186,0.5388979
