sample_id,npy_idx,cation,anion,refrigerant,T_K,P_MPa,x1,pair,split_composite,split_star
[omim]__[Tf2N]__R134a__323__0.299876,2058,[omim],[Tf2N],R134a,323.0,0.299876,0.23666,OMIM__TF2N,train,train
[omim]__[Tf2N]__R134a__323__0.349628,2059,[omim],[Tf2N],R134a,323.0,0.349628,0.2697,OMIM__TF2N,train,train
[omim]__[Tf2N]__R134a__343__0.024837,2060,[omim],[Tf2N],R134a,343.0,0.024837,0.01607,OMIM__TF2N,train,train
[omim]__[Tf2N]__R134a__343__0.049941,2061,[omim],[Tf2N],R134a,343.0,0.049941,0.0313,OMIM__TF2N,train,train
[omim]__[Tf2N]__R134a__343__0.099831,2062,[omim],[Tf2N],R134a,343.0,0.099831,0.06153,OMIM__TF2N,train,train
[omim]__[Tf2N]__R134a__343__0.19966,2063,[omim],[Tf2N],R134a,343.0,0.19966,0.1183,OMIM__TF2N,train,train
[omim]__[Tf2N]__R134a__343__0.299752,2064,[omim],[Tf2N],R134a,343.0,0.299752,0.17056,OMIM__TF2N,train,train
[omim]__[Tf2N]__R134a__343__0.348867,2065,[omim],[Tf2N],R134a,343.0,0.348867,0.19582,OMIM__TF2N,train,train
[omim]__[TFES]__R23__298.1__0.0521,2066,[omim],[TFES],R23,298.1,0.0521,0.014,OMIM__TFES,train,train
[omim]__[TFES]__R23__298.1__0.1018,2067,[omim],[TFES],R23,298.1,0.1018,0.03,OMIM__TFES,train,train
[omim]__[TFES]__R23__298.1__0.2502,2068,[omim],[TFES],R23,298.1,0.2502,0.075,OMIM__TFES,train,train
[omim]__[TFES]__R23__298.1__0.5013,2069,[omim],[TFES],R23,298.1,0.5013,0.145,OMIM__TFES,train,train
[omim]__[TFES]__R23__298.1__0.7499,2070,[omim],[TFES],R23,298.1,0.7499,0.209,OMIM__TFES,train,train
[omim]__[TFES]__R23__298.1__1.001,2071,[omim],[TFES],R23,298.1,1.001,0.268,OMIM__TFES,train,train
[omim]__[TFES]__R23__298.1__1.2511,2072,[omim],[TFES],R23,298.1,1.2511,0.323,OMIM__TFES,train,train
[omim]__[TFES]__R23__298.1__1.4997,2073,[omim],[TFES],R23,298.1,1.4997,0.372,OMIM__TFES,val,train
[omim]__[TFES]__R23__298.1__1.7507,2074,[omim],[TFES],R23,298.1,1.7507,0.419,OMIM__TFES,train,val
[omim]__[TFES]__R23__298.1__1.9995,2075,[omim],[TFES],R23,298.1,1.9995,0.462,OMIM__TFES,train,train
[omim]__[TFES]__R23__298.1__1.7502,2076,[omim],[TFES],R23,298.1,1.7502,0.419,OMIM__TFES,train,train
[omim]__[TFES]__R23__298.1__1.5007,2077,[omim],[TFES],R23,298.1,1.5007,0.372,OMIM__TFES,train,train
[omim]__[TFES]__R23__298.1__1.0007,2078,[omim],[TFES],R23,298.1,1.0007,0.268,OMIM__TFES,train,train
[omim]__[TFES]__R23__298.1__0.7506,2079,[omim],[TFES],R23,298.1,0.7506,0.209,OMIM__TFES,train,train
[omim]__[TFES]__R23__298.1__0.4999,2080,[omim],[TFES],R23,298.1,0.4999,0.145,OMIM__TFES,train,train
[omim]__[TFES]__R23__298.1__0.25,2081,[omim],[TFES],R23,298.1,0.25,0.075,OMIM__TFES,train,train
[omim]__[TFES]__R23__298.1__0.1001,2082,[omim],[TFES],R23,298.1,0.1001,0.03,OMIM__TFES,train,val
[omim]__[TFES]__R23__298.1__0.0501,2083,[omim],[TFES],R23,298.1,0.0501,0.014,OMIM__TFES,train,train
[omim]__[TFES]__R23__323.2__0.0524,2084,[omim],[TFES],R23,323.2,0.0524,0.008,OMIM__TFES,val,train
[omim]__[TFES]__R23__323.2__0.1004,2085,[omim],[TFES],R23,323.2,0.1004,0.018,OMIM__TFES,train,train
[omim]__[TFES]__R23__323.1__0.2527,2086,[omim],[TFES],R23,323.1,0.2527,0.049,OMIM__TFES,train,train
[omim]__[TFES]__R23__323.2__0.5008,2087,[omim],[TFES],R23,323.2,0.5008,0.097,OMIM__TFES,train,train
[omim]__[TFES]__R23__323.1__0.7501,2088,[omim],[TFES],R23,323.1,0.7501,0.142,OMIM__TFES,train,train
[omim]__[TFES]__R23__323.1__1.0011,2089,[omim],[TFES],R23,323.1,1.0011,0.184,OMIM__TFES,train,train
[omim]__[TFES]__R23__323.1__1.2504,2090,[omim],[TFES],R23,323.1,1.2504,0.224,OMIM__TFES,train,train
[omim]__[TFES]__R23__323.2__1.4996,2091,[omim],[TFES],R23,323.2,1.4996,0.259,OMIM__TFES,val,train
[omim]__[TFES]__R23__323.1__1.7504,2092,[omim],[TFES],R23,323.1,1.7504,0.294,OMIM__TFES,train,val
[omim]__[TFES]__R23__323.1__2.0007,2093,[omim],[TFES],R23,323.1,2.0007,0.328,OMIM__TFES,train,train
[omim]__[TFES]__R23__323.2__1.7506,2094,[omim],[TFES],R23,323.2,1.7506,0.294,OMIM__TFES,train,train
[omim]__[TFES]__R23__323.1__1.5009,2095,[omim],[TFES],R23,323.1,1.5009,0.262,OMIM__TFES,train,train
[omim]__[TFES]__R23__323.2__1.2506,2096,[omim],[TFES],R23,323.2,1.2506,0.224,OMIM__TFES,train,train
[omim]__[TFES]__R23__323.1__1.0014,2097,[omim],[TFES],R23,323.1,1.0014,0.183,OMIM__TFES,val,train
[omim]__[TFES]__R23__323.1__0.7509,2098,[omim],[TFES],R23,323.1,0.7509,0.142,OMIM__TFES,train,train
[omim]__[TFES]__R23__323.1__0.5002,2099,[omim],[TFES],R23,323.1,0.5002,0.097,OMIM__TFES,train,train
[omim]__[TFES]__R23__323.1__0.2507,2100,[omim],[TFES],R23,323.1,0.2507,0.048,OMIM__TFES,train,train
[omim]__[TFES]__R23__323.1__0.1001,2101,[omim],[TFES],R23,323.1,0.1001,0.017,OMIM__TFES,train,train
[omim]__[TFES]__R23__323.1__0.0511,2102,[omim],[TFES],R23,323.1,0.0511,0.007,OMIM__TFES,train,train
[doim]__[I]__R32__298__0.01002,2103,[doim],[I],R32,298.0,0.01002,0.007,DOIM__I,train,train
[doim]__[I]__R32__298__0.1001,2104,[doim],[I],R32,298.0,0.1001,0.064,DOIM__I,train,train
[doim]__[I]__R32__298__0.25003,2105,[doim],[I],R32,298.0,0.25003,0.15,DOIM__I,val,train
[doim]__[I]__R32__298__0.40024,2106,[doim],[I],R32,298.0,0.40024,0.225,DOIM__I,train,train
[doim]__[I]__R32__298__0.55024,2107,[doim],[I],R32,298.0,0.55024,0.293,DOIM__I,train,train
[doim]__[I]__R32__298__0.7001,2108,[doim],[I],R32,298.0,0.7001,0.355,DOIM__I,train,train
[doim]__[I]__R32__297.9__0.84988,2109,[doim],[I],R32,297.9,0.84988,0.413,DOIM__I,train,train
[doim]__[I]__R32__298__1.00024,2110,[doim],[I],R32,298.0,1.00024,0.468,DOIM__I,train,train
[C8H4F13C1im]__[BEI]__R134a__303__0.024823,2111,[C8H4F13C1im],[BEI],R134a,303.0,0.024823,0.04052,C8H4F13C1IM__BEI,train,train
[C8H4F13C1im]__[BEI]__R134a__303__0.049885,2112,[C8H4F13C1im],[BEI],R134a,303.0,0.049885,0.08224,C8H4F13C1IM__BEI,train,train
[C8H4F13C1im]__[BEI]__R134a__303__0.099873,2113,[C8H4F13C1im],[BEI],R134a,303.0,0.099873,0.16033,C8H4F13C1IM__BEI,train,train
[C8H4F13C1im]__[BEI]__R134a__303__0.199992,2114,[C8H4F13C1im],[BEI],R134a,303.0,0.199992,0.30117,C8H4F13C1IM__BEI,val,train
[C8H4F13C1im]__[BEI]__R134a__303__0.299911,2115,[C8H4F13C1im],[BEI],R134a,303.0,0.299911,0.41938,C8H4F13C1IM__BEI,train,train
[C8H4F13C1im]__[BEI]__R134a__303__0.349601,2116,[C8H4F13C1im],[BEI],R134a,303.0,0.349601,0.47614,C8H4F13C1IM__BEI,train,train
[C8H4F13C1im]__[BEI]__R134a__323__0.024892,2117,[C8H4F13C1im],[BEI],R134a,323.0,0.024892,0.02084,C8H4F13C1IM__BEI,train,train
[C8H4F13C1im]__[BEI]__R134a__323__0.049934,2118,[C8H4F13C1im],[BEI],R134a,323.0,0.049934,0.05043,C8H4F13C1IM__BEI,train,train
[C8H4F13C1im]__[BEI]__R134a__323__0.099935,2119,[C8H4F13C1im],[BEI],R134a,323.0,0.099935,0.10631,C8H4F13C1IM__BEI,train,val
[C8H4F13C1im]__[BEI]__R134a__323__0.199951,2120,[C8H4F13C1im],[BEI],R134a,323.0,0.199951,0.20583,C8H4F13C1IM__BEI,train,train
[C8H4F13C1im]__[BEI]__R134a__323__0.299648,2121,[C8H4F13C1im],[BEI],R134a,323.0,0.299648,0.29278,C8H4F13C1IM__BEI,val,train
[C8H4F13C1im]__[BEI]__R134a__323__0.349116,2122,[C8H4F13C1im],[BEI],R134a,323.0,0.349116,0.33202,C8H4F13C1IM__BEI,train,train
[C8H4F13C1im]__[BEI]__R134a__343__0.024864,2123,[C8H4F13C1im],[BEI],R134a,343.0,0.024864,0.02158,C8H4F13C1IM__BEI,train,train
[C8H4F13C1im]__[BEI]__R134a__343__0.049948,2124,[C8H4F13C1im],[BEI],R134a,343.0,0.049948,0.04324,C8H4F13C1IM__BEI,train,train
[C8H4F13C1im]__[BEI]__R134a__343__0.099886,2125,[C8H4F13C1im],[BEI],R134a,343.0,0.099886,0.08424,C8H4F13C1IM__BEI,train,train
[C8H4F13C1im]__[BEI]__R134a__343__0.199529,2126,[C8H4F13C1im],[BEI],R134a,343.0,0.199529,0.15871,C8H4F13C1IM__BEI,train,train
[C8H4F13C1im]__[BEI]__R134a__343__0.299281,2127,[C8H4F13C1im],[BEI],R134a,343.0,0.299281,0.22545,C8H4F13C1IM__BEI,train,train
[C8H4F13C1im]__[BEI]__R134a__343__0.34985,2128,[C8H4F13C1im],[BEI],R134a,343.0,0.34985,0.25645,C8H4F13C1IM__BEI,train,train
[C8H4F13C1im]__[Tf2N]__R134a__303__0.024809,2129,[C8H4F13C1im],[Tf2N],R134a,303.0,0.024809,0.04465,C8H4F13C1IM__TF2N,train,val
[C8H4F13C1im]__[Tf2N]__R134a__303__0.049982,2130,[C8H4F13C1im],[Tf2N],R134a,303.0,0.049982,0.08407,C8H4F13C1IM__TF2N,train,train
[C8H4F13C1im]__[Tf2N]__R134a__303__0.099533,2131,[C8H4F13C1im],[Tf2N],R134a,303.0,0.099533,0.15849,C8H4F13C1IM__TF2N,train,train
[C8H4F13C1im]__[Tf2N]__R134a__303__0.19885,2132,[C8H4F13C1im],[Tf2N],R134a,303.0,0.19885,0.28974,C8H4F13C1IM__TF2N,train,val
[C8H4F13C1im]__[Tf2N]__R134a__303__0.299191,2133,[C8H4F13C1im],[Tf2N],R134a,303.0,0.299191,0.40547,C8H4F13C1IM__TF2N,val,train
[C8H4F13C1im]__[Tf2N]__R134a__303__0.34931,2134,[C8H4F13C1im],[Tf2N],R134a,303.0,0.34931,0.4586,C8H4F13C1IM__TF2N,train,train
[C8H4F13C1im]__[Tf2N]__R134a__323__0.024837,2135,[C8H4F13C1im],[Tf2N],R134a,323.0,0.024837,0.03028,C8H4F13C1IM__TF2N,train,train
[C8H4F13C1im]__[Tf2N]__R134a__323__0.049865,2136,[C8H4F13C1im],[Tf2N],R134a,323.0,0.049865,0.05695,C8H4F13C1IM__TF2N,train,train
[C8H4F13C1im]__[Tf2N]__R134a__323__0.099554,2137,[C8H4F13C1im],[Tf2N],R134a,323.0,0.099554,0.10868,C8H4F13C1IM__TF2N,train,train
[C8H4F13C1im]__[Tf2N]__R134a__323__0.199916,2138,[C8H4F13C1im],[Tf2N],R134a,323.0,0.199916,0.20199,C8H4F13C1IM__TF2N,train,train
[C8H4F13C1im]__[Tf2N]__R134a__323__0.299344,2139,[C8H4F13C1im],[Tf2N],R134a,323.0,0.299344,0.28509,C8H4F13C1IM__TF2N,train,train
[C8H4F13C1im]__[Tf2N]__R134a__323__0.349268,2140,[C8H4F13C1im],[Tf2N],R134a,323.0,0.349268,0.32301,C8H4F13C1IM__TF2N,val,train
[C8H4F13C1im]__[Tf2N]__R134a__343__0.024855,2141,[C8H4F13C1im],[Tf2N],R134a,343.0,0.024855,0.02095,C8H4F13C1IM__TF2N,train,train
[C8H4F13C1im]__[Tf2N]__R134a__343__0.049941,2142,[C8H4F13C1im],[Tf2N],R134a,343.0,0.049941,0.04193,C8H4F13C1IM__TF2N,train,train
[C8H4F13C1im]__[Tf2N]__R134a__343__0.09972,2143,[C8H4F13C1im],[Tf2N],R134a,343.0,0.09972,0.08068,C8H4F13C1IM__TF2N,train,train
[C8H4F13C1im]__[Tf2N]__R134a__343__0.199113,2144,[C8H4F13C1im],[Tf2N],R134a,343.0,0.199113,0.15194,C8H4F13C1IM__TF2N,train,train
[C8H4F13C1im]__[Tf2N]__R134a__343__0.299067,2145,[C8H4F13C1im],[Tf2N],R134a,343.0,0.299067,0.21584,C8H4F13C1IM__TF2N,train,train
[C8H4F13C1im]__[Tf2N]__R134a__343__0.348936,2146,[C8H4F13C1im],[Tf2N],R134a,343.0,0.348936,0.24648,C8H4F13C1IM__TF2N,train,train
[dmim]__[TFES]__R32__298.15__0.0096,2147,[dmim],[TFES],R32,298.15,0.0096,0.006,DMIM__TFES,train,train
[dmim]__[TFES]__R32__298.15__0.0995,2148,[dmim],[TFES],R32,298.15,0.0995,0.074,DMIM__TFES,train,train
[dmim]__[TFES]__R32__298.15__0.251,2149,[dmim],[TFES],R32,298.15,0.251,0.179,DMIM__TFES,train,train
[dmim]__[TFES]__R32__298.15__0.3997,2150,[dmim],[TFES],R32,298.15,0.3997,0.273,DMIM__TFES,train,train
[dmim]__[TFES]__R32__298.15__0.5481,2151,[dmim],[TFES],R32,298.15,0.5481,0.357,DMIM__TFES,val,train
[dmim]__[TFES]__R32__298.15__0.7001,2152,[dmim],[TFES],R32,298.15,0.7001,0.433,DMIM__TFES,train,train
[dmim]__[TFES]__R32__298.15__0.85,2153,[dmim],[TFES],R32,298.15,0.85,0.503,DMIM__TFES,train,train
[dmim]__[TFES]__R32__298.15__1.001,2154,[dmim],[TFES],R32,298.15,1.001,0.569,DMIM__TFES,train,train
[dmpim]__[Tf2N]__R32__298.05__0.0099,2155,[dmpim],[Tf2N],R32,298.05,0.0099,0.008,DMPIM__TF2N,train,train
[dmpim]__[Tf2N]__R32__298.15__0.0995,2156,[dmpim],[Tf2N],R32,298.15,0.0995,0.09,DMPIM__TF2N,train,train
[dmpim]__[Tf2N]__R32__298.15__0.2495,2157,[dmpim],[Tf2N],R32,298.15,0.2495,0.213,DMPIM__TF2N,train,train
[dmpim]__[Tf2N]__R32__298.15__0.3976,2158,[dmpim],[Tf2N],R32,298.15,0.3976,0.319,DMPIM__TF2N,val,train
[dmpim]__[Tf2N]__R32__298.15__0.5501,2159,[dmpim],[Tf2N],R32,298.15,0.5501,0.415,DMPIM__TF2N,train,train
[dmpim]__[Tf2N]__R32__298.15__0.7017,2160,[dmpim],[Tf2N],R32,298.15,0.7017,0.501,DMPIM__TF2N,train,train
[dmpim]__[Tf2N]__R32__298.15__0.8513,2161,[dmpim],[Tf2N],R32,298.15,0.8513,0.578,DMPIM__TF2N,train,train
[dmpim]__[Tf2N]__R32__298.15__1.0011,2162,[dmpim],[Tf2N],R32,298.15,1.0011,0.6509999999999999,DMPIM__TF2N,train,val
[dmpim]__[TMeM]__R32__283.15__0.0101,2163,[dmpim],[TMeM],R32,283.15,0.0101,0.012,DMPIM__TMEM,train,train
[dmpim]__[TMeM]__R32__283.15__0.0996,2164,[dmpim],[TMeM],R32,283.15,0.0996,0.136,DMPIM__TMEM,train,val
[dmpim]__[TMeM]__R32__283.15__0.2497,2165,[dmpim],[TMeM],R32,283.15,0.2497,0.312,DMPIM__TMEM,train,val
[dmpim]__[TMeM]__R32__283.15__0.3997,2166,[dmpim],[TMeM],R32,283.15,0.3997,0.46,DMPIM__TMEM,train,val
[dmpim]__[TMeM]__R32__283.15__0.5495,2167,[dmpim],[TMeM],R32,283.15,0.5495,0.586,DMPIM__TMEM,train,train
[dmpim]__[TMeM]__R32__283.15__0.6997,2168,[dmpim],[TMeM],R32,283.15,0.6997,0.7,DMPIM__TMEM,train,train
[dmpim]__[TMeM]__R32__283.15__0.8496,2169,[dmpim],[TMeM],R32,283.15,0.8496,0.805,DMPIM__TMEM,train,train
[dmpim]__[TMeM]__R32__298.05__0.01,2170,[dmpim],[TMeM],R32,298.05,0.01,0.01,DMPIM__TMEM,val,train
[dmpim]__[TMeM]__R32__298.05__0.1,2171,[dmpim],[TMeM],R32,298.05,0.1,0.096,DMPIM__TMEM,train,train
[dmpim]__[TMeM]__R32__298.05__0.2496,2172,[dmpim],[TMeM],R32,298.05,0.2496,0.226,DMPIM__TMEM,train,train
[dmpim]__[TMeM]__R32__298.05__0.3996,2173,[dmpim],[TMeM],R32,298.05,0.3996,0.337,DMPIM__TMEM,train,train
[dmpim]__[TMeM]__R32__298.05__0.5493,2174,[dmpim],[TMeM],R32,298.05,0.5493,0.435,DMPIM__TMEM,train,train
[dmpim]__[TMeM]__R32__298.05__0.6995,2175,[dmpim],[TMeM],R32,298.05,0.6995,0.52,DMPIM__TMEM,train,train
[dmpim]__[TMeM]__R32__298.05__0.8495,2176,[dmpim],[TMeM],R32,298.05,0.8495,0.598,DMPIM__TMEM,train,val
[dmpim]__[TMeM]__R32__298.05__1,2177,[dmpim],[TMeM],R32,298.05,1.0,0.667,DMPIM__TMEM,train,train
[dmpim]__[TMeM]__R32__323.15__0.0099,2178,[dmpim],[TMeM],R32,323.15,0.0099,0.004,DMPIM__TMEM,val,train
[dmpim]__[TMeM]__R32__323.15__0.1,2179,[dmpim],[TMeM],R32,323.15,0.1,0.057,DMPIM__TMEM,train,train
[dmpim]__[TMeM]__R32__323.15__0.2494,2180,[dmpim],[TMeM],R32,323.15,0.2494,0.141,DMPIM__TMEM,train,val
[dmpim]__[TMeM]__R32__323.15__0.3995,2181,[dmpim],[TMeM],R32,323.15,0.3995,0.215,DMPIM__TMEM,train,val
[dmpim]__[TMeM]__R32__323.15__0.5495,2182,[dmpim],[TMeM],R32,323.15,0.5495,0.281,DMPIM__TMEM,train,train
[dmpim]__[TMeM]__R32__323.15__0.6997,2183,[dmpim],[TMeM],R32,323.15,0.6997,0.341,DMPIM__TMEM,train,train
[dmpim]__[TMeM]__R32__323.15__0.8494,2184,[dmpim],[TMeM],R32,323.15,0.8494,0.397,DMPIM__TMEM,train,val
[dmpim]__[TMeM]__R32__323.15__0.9995,2185,[dmpim],[TMeM],R32,323.15,0.9995,0.4479999999999999,DMPIM__TMEM,val,train
[dmpim]__[TMeM]__R32__348.05__0.0094,2186,[dmpim],[TMeM],R32,348.05,0.0094,0.0,DMPIM__TMEM,train,val
[dmpim]__[TMeM]__R32__348.15__0.1002,2187,[dmpim],[TMeM],R32,348.15,0.1002,0.031,DMPIM__TMEM,train,val
[dmpim]__[TMeM]__R32__348.05__0.2504,2188,[dmpim],[TMeM],R32,348.05,0.2504,0.088,DMPIM__TMEM,train,val
[dmpim]__[TMeM]__R32__348.05__0.3996,2189,[dmpim],[TMeM],R32,348.05,0.3996,0.139,DMPIM__TMEM,train,train
[dmpim]__[TMeM]__R32__348.05__0.5494,2190,[dmpim],[TMeM],R32,348.05,0.5494,0.186,DMPIM__TMEM,train,train
[dmpim]__[TMeM]__R32__348.05__0.7005,2191,[dmpim],[TMeM],R32,348.05,0.7005,0.231,DMPIM__TMEM,train,train
[dmpim]__[TMeM]__R32__348.05__0.8495,2192,[dmpim],[TMeM],R32,348.05,0.8495,0.272,DMPIM__TMEM,train,train
[dmpim]__[TMeM]__R32__348.05__1.0005,2193,[dmpim],[TMeM],R32,348.05,1.0005,0.312,DMPIM__TMEM,train,train
[dmpim]__[TMeM]__R134__283.26__0.01,2194,[dmpim],[TMeM],R134,283.26,0.01,0.054,DMPIM__TMEM,train,train
[dmpim]__[TMeM]__R134__283.12__0.05,2195,[dmpim],[TMeM],R134,283.12,0.05,0.252,DMPIM__TMEM,train,train
[dmpim]__[TMeM]__R134__283.03__0.1,2196,[dmpim],[TMeM],R134,283.03,0.1,0.443,DMPIM__TMEM,train,train
[dmpim]__[TMeM]__R134__283.16__0.15,2197,[dmpim],[TMeM],R134,283.16,0.15,0.596,DMPIM__TMEM,train,train
[dmpim]__[TMeM]__R134__283.16__0.199,2198,[dmpim],[TMeM],R134,283.16,0.199,0.717,DMPIM__TMEM,train,train
[dmpim]__[TMeM]__R134__283.14__0.25,2199,[dmpim],[TMeM],R134,283.14,0.25,0.827,DMPIM__TMEM,train,train
[dmpim]__[TMeM]__R134__283.2__0.3,2200,[dmpim],[TMeM],R134,283.2,0.3,0.963,DMPIM__TMEM,train,val
[dmpim]__[TMeM]__R134__298.05__0.01,2201,[dmpim],[TMeM],R134,298.04999999999995,0.01,0.029,DMPIM__TMEM,train,train
[dmpim]__[TMeM]__R134__298.22__0.05,2202,[dmpim],[TMeM],R134,298.22,0.05,0.149,DMPIM__TMEM,train,train
[dmpim]__[TMeM]__R134__298.01__0.1,2203,[dmpim],[TMeM],R134,298.01,0.1,0.287,DMPIM__TMEM,train,train
[dmpim]__[TMeM]__R134__298.08__0.15,2204,[dmpim],[TMeM],R134,298.08,0.15,0.403,DMPIM__TMEM,train,train
[dmpim]__[TMeM]__R134__298.16__0.2,2205,[dmpim],[TMeM],R134,298.16,0.2,0.503,DMPIM__TMEM,train,train
[dmpim]__[TMeM]__R134__298__0.249,2206,[dmpim],[TMeM],R134,298.0,0.249,0.587,DMPIM__TMEM,train,train
[dmpim]__[TMeM]__R134__298.09__0.3,2207,[dmpim],[TMeM],R134,298.09,0.3,0.667,DMPIM__TMEM,train,train
[dmpim]__[TMeM]__R134__298.08__0.349,2208,[dmpim],[TMeM],R134,298.08,0.349,0.732,DMPIM__TMEM,train,train
[dmpim]__[TMeM]__R134__323.11__0.01,2209,[dmpim],[TMeM],R134,323.11,0.01,0.006,DMPIM__TMEM,val,val
[dmpim]__[TMeM]__R134__323.13__0.05,2210,[dmpim],[TMeM],R134,323.13,0.05,0.069,DMPIM__TMEM,train,val
[dmpim]__[TMeM]__R134__323.13__0.1,2211,[dmpim],[TMeM],R134,323.13,0.1,0.145,DMPIM__TMEM,train,train
[dmpim]__[TMeM]__R134__323.11__0.15,2212,[dmpim],[TMeM],R134,323.11,0.15,0.215,DMPIM__TMEM,train,train
[dmpim]__[TMeM]__R134__323.1__0.2,2213,[dmpim],[TMeM],R134,323.1,0.2,0.278,DMPIM__TMEM,train,train
[dmpim]__[TMeM]__R134__323.06__0.25,2214,[dmpim],[TMeM],R134,323.06,0.25,0.337,DMPIM__TMEM,train,train
[dmpim]__[TMeM]__R134__323.07__0.3,2215,[dmpim],[TMeM],R134,323.07,0.3,0.39,DMPIM__TMEM,train,train
[dmpim]__[TMeM]__R134__323.11__0.35,2216,[dmpim],[TMeM],R134,323.11,0.35,0.44,DMPIM__TMEM,train,train
[dmpim]__[TMeM]__R134__348.09__0.01,2217,[dmpim],[TMeM],R134,348.09,0.01,0.01,DMPIM__TMEM,train,train
[dmpim]__[TMeM]__R134__348.1__0.05,2218,[dmpim],[TMeM],R134,348.1,0.05,0.046,DMPIM__TMEM,val,train
[dmpim]__[TMeM]__R134__348.14__0.1,2219,[dmpim],[TMeM],R134,348.14,0.1,0.089,DMPIM__TMEM,train,train
[dmpim]__[TMeM]__R134__348.08__0.15,2220,[dmpim],[TMeM],R134,348.08,0.15,0.131,DMPIM__TMEM,train,train
[dmpim]__[TMeM]__R134__348.13__0.2,2221,[dmpim],[TMeM],R134,348.13,0.2,0.17,DMPIM__TMEM,train,train
[dmpim]__[TMeM]__R134__348.08__0.25,2222,[dmpim],[TMeM],R134,348.08,0.25,0.207,DMPIM__TMEM,train,train
[dmpim]__[TMeM]__R134__348.12__0.3,2223,[dmpim],[TMeM],R134,348.12,0.3,0.243,DMPIM__TMEM,val,train
[dmpim]__[TMeM]__R134__348.13__0.35,2224,[dmpim],[TMeM],R134,348.13,0.35,0.277,DMPIM__TMEM,train,train
[empy]__[PFBS]__R32__303.15__0.0294,2225,[empy],[PFBS],R32,303.15,0.0294,0.0248,EMPY__PFBS,val,train
[empy]__[PFBS]__R32__303.15__0.0928,2226,[empy],[PFBS],R32,303.15,0.0928,0.0834,EMPY__PFBS,train,train
[empy]__[PFBS]__R32__303.15__0.2102,2227,[empy],[PFBS],R32,303.15,0.2102,0.1772,EMPY__PFBS,train,train
[empy]__[PFBS]__R32__303.15__0.2507,2228,[empy],[PFBS],R32,303.15,0.2507,0.2003,EMPY__PFBS,train,train
[empy]__[PFBS]__R32__303.15__0.3221,2229,[empy],[PFBS],R32,303.15,0.3221,0.2507,EMPY__PFBS,train,train
[empy]__[PFBS]__R32__303.15__0.3539,2230,[empy],[PFBS],R32,303.15,0.3539,0.2666,EMPY__PFBS,train,train
[empy]__[PFBS]__R32__303.15__0.4248,2231,[empy],[PFBS],R32,303.15,0.4248,0.3096,EMPY__PFBS,train,train
[empy]__[PFBS]__R32__303.15__0.4277,2232,[empy],[PFBS],R32,303.15,0.4277,0.3134,EMPY__PFBS,train,val
[empy]__[PFBS]__R32__303.15__0.5246,2233,[empy],[PFBS],R32,303.15,0.5246,0.3634,EMPY__PFBS,train,train
[empy]__[PFBS]__R134a__303.15__0.0259,2234,[empy],[PFBS],R134a,303.15,0.0259,0.033,EMPY__PFBS,train,train
[empy]__[PFBS]__R134a__303.15__0.0503,2235,[empy],[PFBS],R134a,303.15,0.0503,0.0659,EMPY__PFBS,train,val
[empy]__[PFBS]__R134a__303.15__0.0902,2236,[empy],[PFBS],R134a,303.15,0.0902,0.1079,EMPY__PFBS,train,train
[empy]__[PFBS]__R134a__303.15__0.1477,2237,[empy],[PFBS],R134a,303.15,0.1477,0.1778,EMPY__PFBS,train,train
[empy]__[PFBS]__R134a__303.15__0.2,2238,[empy],[PFBS],R134a,303.15,0.2,0.2308,EMPY__PFBS,train,train
[empy]__[PFBS]__R134a__303.15__0.245,2239,[empy],[PFBS],R134a,303.15,0.245,0.2795,EMPY__PFBS,val,train
[empy]__[PFBS]__R134a__303.15__0.2963,2240,[empy],[PFBS],R134a,303.15,0.2963,0.3226,EMPY__PFBS,train,train
[empy]__[PFBS]__R134a__303.15__0.3454,2241,[empy],[PFBS],R134a,303.15,0.3454,0.3723,EMPY__PFBS,train,train
[empy]__[PFBS]__R134a__303.15__0.4017,2242,[empy],[PFBS],R134a,303.15,0.4017,0.4176,EMPY__PFBS,train,train
[empy]__[PFBS]__R134a__303.15__0.4545,2243,[empy],[PFBS],R134a,303.15,0.4545,0.4633,EMPY__PFBS,train,train
[empy]__[PFBS]__R134a__303.15__0.5007,2244,[empy],[PFBS],R134a,303.15,0.5007,0.4989,EMPY__PFBS,train,train
[empy]__[PFBS]__R125__303.15__0.0486,2245,[empy],[PFBS],R125,303.15,0.0486,0.0361,EMPY__PFBS,train,train
[empy]__[PFBS]__R125__303.15__0.0956,2246,[empy],[PFBS],R125,303.15,0.0956,0.0866,EMPY__PFBS,train,val
[empy]__[PFBS]__R125__303.15__0.1488,2247,[empy],[PFBS],R125,303.15,0.1488,0.1229,EMPY__PFBS,train,train
[empy]__[PFBS]__R125__303.15__0.2054,2248,[empy],[PFBS],R125,303.15,0.2054,0.1694,EMPY__PFBS,train,train
[empy]__[PFBS]__R125__303.15__0.2399,2249,[empy],[PFBS],R125,303.15,0.2399,0.1926,EMPY__PFBS,train,val
[empy]__[PFBS]__R125__303.15__0.3034,2250,[empy],[PFBS],R125,303.15,0.3034,0.2371,EMPY__PFBS,train,train
[empy]__[PFBS]__R125__303.15__0.3499,2251,[empy],[PFBS],R125,303.15,0.3499,0.2687,EMPY__PFBS,val,train
