sample_id,dataset,split,mode,cation,anion,species,species_type,refrigerant,T_K,P_MPa,true_x1,pred_mu,pred_sigma,abs_error
[bmim]__[BF4]__R32__298.15__0.2,M1_LORO,loro_R32,Mreduced,[bmim],[BF4],R32,refrigerant,R32,298.15,0.2,0.1220000013709068,0.16782979667186737,0.011856136095836878,0.04582979530096057
[bmim]__[BF4]__R32__298.15__0.4,M1_LORO,loro_R32,Mreduced,[bmim],[BF4],R32,refrigerant,R32,298.15,0.4,0.238999992609024,0.3328817307949066,0.014080429892921714,0.09388173818588263
[bmim]__[BF4]__R32__298.15__0.6,M1_LORO,loro_R32,Mreduced,[bmim],[BF4],R32,refrigerant,R32,298.15,0.6,0.3650000095367431,0.4774187505245209,0.023429287118497656,0.11241874098777777
[bmim]__[BF4]__R32__298.15__0.8,M1_LORO,loro_R32,Mreduced,[bmim],[BF4],R32,refrigerant,R32,298.15,0.8,0.4460000097751617,0.5792996406555175,0.03099460733993223,0.13329963088035585
[bmim]__[BF4]__R32__298.15__1,M1_LORO,loro_R32,Mreduced,[bmim],[BF4],R32,refrigerant,R32,298.15,1.0,0.5450000166893005,0.6586636543273926,0.03705946262792808,0.11366363763809206
[bmim]__[MeSO4]__R32__298.15__0.0099,M1_LORO,loro_R32,Mreduced,[bmim],[MeSO4],R32,refrigerant,R32,298.15,0.0099,0.0120000001043081,0.058577850461006144,0.017840438887733318,0.04657785035669804
[bmim]__[MeSO4]__R32__298.15__0.1001,M1_LORO,loro_R32,Mreduced,[bmim],[MeSO4],R32,refrigerant,R32,298.15,0.1001,0.0680000036954879,0.10943606346845622,0.015408613873320355,0.04143605977296831
[bmim]__[MeSO4]__R32__298.15__0.2498,M1_LORO,loro_R32,Mreduced,[bmim],[MeSO4],R32,refrigerant,R32,298.15,0.2498,0.1560000032186508,0.22605018913745875,0.009948150081025233,0.07005018591880796
[bmim]__[MeSO4]__R32__298.15__0.3995,M1_LORO,loro_R32,Mreduced,[bmim],[MeSO4],R32,refrigerant,R32,298.15,0.3995,0.2339999973773956,0.36132763624191283,0.01313490346915798,0.12732763886451723
[bmim]__[MeSO4]__R32__298.25__0.5501,M1_LORO,loro_R32,Mreduced,[bmim],[MeSO4],R32,refrigerant,R32,298.25,0.5501,0.3050000071525574,0.47845380902290346,0.022165246915365526,0.1734538018703461
[bmim]__[MeSO4]__R32__298.15__0.6995,M1_LORO,loro_R32,Mreduced,[bmim],[MeSO4],R32,refrigerant,R32,298.15,0.6995,0.3740000128746032,0.564618980884552,0.02822992833635982,0.19061896800994876
[bmim]__[MeSO4]__R32__298.15__0.85,M1_LORO,loro_R32,Mreduced,[bmim],[MeSO4],R32,refrigerant,R32,298.15,0.85,0.4320000112056732,0.6309769868850708,0.03374373776794481,0.19897697567939754
[bmim]__[MeSO4]__R32__298.15__1.0006,M1_LORO,loro_R32,Mreduced,[bmim],[MeSO4],R32,refrigerant,R32,298.15,1.0006,0.488999992609024,0.6900763273239136,0.03914835106543712,0.20107633471488956
[bmim]__[PF6]__R32__283.2__0.0098,M1_LORO,loro_R32,Mreduced,[bmim],[PF6],R32,refrigerant,R32,283.2,0.0098,0.0260000005364418,0.12234435528516766,0.03174792327958948,0.09634435474872585
[bmim]__[PF6]__R32__283.2__0.0996,M1_LORO,loro_R32,Mreduced,[bmim],[PF6],R32,refrigerant,R32,283.2,0.0996,0.1059999987483024,0.2050747394561767,0.02937025068229087,0.09907474070787431
[bmim]__[PF6]__R32__283.2__0.2497,M1_LORO,loro_R32,Mreduced,[bmim],[PF6],R32,refrigerant,R32,283.2,0.2497,0.2709999978542328,0.3780274629592895,0.024507237347984785,0.10702746510505673
[bmim]__[PF6]__R32__283.2__0.3996,M1_LORO,loro_R32,Mreduced,[bmim],[PF6],R32,refrigerant,R32,283.2,0.3996,0.4280000030994415,0.5505432963371277,0.02609985937679125,0.12254329323768626
[bmim]__[PF6]__R32__283.2__0.5497,M1_LORO,loro_R32,Mreduced,[bmim],[PF6],R32,refrigerant,R32,283.2,0.5497,0.5580000281333923,0.6822742700576783,0.034748027084084046,0.12427424192428593
[bmim]__[PF6]__R32__283.2__0.6996,M1_LORO,loro_R32,Mreduced,[bmim],[PF6],R32,refrigerant,R32,283.2,0.6996,0.6800000071525574,0.7720659732818603,0.03792085061482015,0.09206596612930296
[bmim]__[PF6]__R32__283.2__0.8495,M1_LORO,loro_R32,Mreduced,[bmim],[PF6],R32,refrigerant,R32,283.2,0.8495,0.8149999976158142,0.8423266410827637,0.039686521847991374,0.027326643466949463
[bmim]__[PF6]__R32__298.1__0.0097,M1_LORO,loro_R32,Mreduced,[bmim],[PF6],R32,refrigerant,R32,298.1,0.0097,0.0179999992251396,0.0692756004631519,0.01775551775590449,0.051275601238012294
[bmim]__[PF6]__R32__298.2__0.0995,M1_LORO,loro_R32,Mreduced,[bmim],[PF6],R32,refrigerant,R32,298.2,0.0995,0.0759999975562095,0.12433304935693737,0.014661339641625255,0.048333051800727875
[bmim]__[PF6]__R32__298.2__0.2497,M1_LORO,loro_R32,Mreduced,[bmim],[PF6],R32,refrigerant,R32,298.2,0.2497,0.1899999976158142,0.25066696405410765,0.009032615463158068,0.060666966438293446
[bmim]__[PF6]__R32__298.2__0.3998,M1_LORO,loro_R32,Mreduced,[bmim],[PF6],R32,refrigerant,R32,298.2,0.3998,0.296999990940094,0.3987414717674255,0.014263356014462953,0.10174148082733153
[bmim]__[PF6]__R32__298.1__0.5497,M1_LORO,loro_R32,Mreduced,[bmim],[PF6],R32,refrigerant,R32,298.1,0.5497,0.3899999856948852,0.5217631459236145,0.024748516729508292,0.1317631602287293
[bmim]__[PF6]__R32__298.1__0.6995,M1_LORO,loro_R32,Mreduced,[bmim],[PF6],R32,refrigerant,R32,298.1,0.6995,0.4749999940395355,0.6059202075004577,0.031142898585901156,0.1309202134609222
[bmim]__[PF6]__R32__298.2__0.8501,M1_LORO,loro_R32,Mreduced,[bmim],[PF6],R32,refrigerant,R32,298.2,0.8501,0.5519999861717224,0.6708150029182434,0.036430085744079764,0.11881501674652095
[bmim]__[PF6]__R32__298.1__0.9999,M1_LORO,loro_R32,Mreduced,[bmim],[PF6],R32,refrigerant,R32,298.1,0.9999,0.628000020980835,0.7308246493339539,0.042142406894853955,0.1028246283531189
[bmim]__[PF6]__R32__322.8__0.0099,M1_LORO,loro_R32,Mreduced,[bmim],[PF6],R32,refrigerant,R32,322.8,0.0099,0.006000000052154,0.04753181040287014,0.009850137484413882,0.04153181035071614
[bmim]__[PF6]__R32__323.1__0.0995,M1_LORO,loro_R32,Mreduced,[bmim],[PF6],R32,refrigerant,R32,323.1,0.0995,0.0469999983906745,0.07624687701463696,0.01021825570932463,0.029246878623962462
[bmim]__[PF6]__R32__323.1__0.2496,M1_LORO,loro_R32,Mreduced,[bmim],[PF6],R32,refrigerant,R32,323.1,0.2496,0.1129999980330467,0.14170923531055446,0.014946952032398228,0.028709237277507765
[bmim]__[PF6]__R32__323.1__0.3995,M1_LORO,loro_R32,Mreduced,[bmim],[PF6],R32,refrigerant,R32,323.1,0.3995,0.1739999949932098,0.21569597125053402,0.020657264582270372,0.04169597625732421
[bmim]__[PF6]__R32__323.1__0.5497,M1_LORO,loro_R32,Mreduced,[bmim],[PF6],R32,refrigerant,R32,323.1,0.5497,0.231000006198883,0.2897659093141556,0.029653459390232364,0.05876590311527258
[bmim]__[PF6]__R32__323.1__0.6996,M1_LORO,loro_R32,Mreduced,[bmim],[PF6],R32,refrigerant,R32,323.1,0.6996,0.2849999964237213,0.3549756407737732,0.03186389980335922,0.06997564435005188
[bmim]__[PF6]__R32__323.15__0.8496,M1_LORO,loro_R32,Mreduced,[bmim],[PF6],R32,refrigerant,R32,323.15,0.8496,0.3350000083446502,0.4113334596157074,0.03639441915897944,0.07633345127105717
[bmim]__[PF6]__R32__323.15__0.9996,M1_LORO,loro_R32,Mreduced,[bmim],[PF6],R32,refrigerant,R32,323.15,0.9996,0.3819999992847442,0.464952552318573,0.03941521111083832,0.08295255303382881
[bmim]__[PF6]__R32__348.2__0.0099,M1_LORO,loro_R32,Mreduced,[bmim],[PF6],R32,refrigerant,R32,348.2,0.0099,0.003000000026077,0.04617965593934054,0.010742655904113973,0.043179655913263545
[bmim]__[PF6]__R32__348.2__0.0997,M1_LORO,loro_R32,Mreduced,[bmim],[PF6],R32,refrigerant,R32,348.2,0.0997,0.0289999991655349,0.0670065395534038,0.015894767641013344,0.038006540387868895
[bmim]__[PF6]__R32__348.2__0.2495,M1_LORO,loro_R32,Mreduced,[bmim],[PF6],R32,refrigerant,R32,348.2,0.2495,0.0700000002980232,0.10632356554269787,0.02332865513124462,0.03632356524467467
[bmim]__[PF6]__R32__348.2__0.3994,M1_LORO,loro_R32,Mreduced,[bmim],[PF6],R32,refrigerant,R32,348.2,0.3994,0.1089999973773956,0.14658287912607187,0.028120108587244667,0.03758288174867627
[bmim]__[PF6]__R32__348.05__0.5498,M1_LORO,loro_R32,Mreduced,[bmim],[PF6],R32,refrigerant,R32,348.05,0.5498,0.1459999978542328,0.1838366329669952,0.03396541617373002,0.03783663511276242
[bmim]__[PF6]__R32__348.1__0.6997,M1_LORO,loro_R32,Mreduced,[bmim],[PF6],R32,refrigerant,R32,348.1,0.6997,0.181999996304512,0.21562480032443995,0.03743557566868352,0.033624804019927956
[bmim]__[PF6]__R32__348.2__0.8496,M1_LORO,loro_R32,Mreduced,[bmim],[PF6],R32,refrigerant,R32,348.2,0.8496,0.2140000015497207,0.24753116667270655,0.039488707959207156,0.033531165122985845
[bmim]__[PF6]__R32__348.2__0.9999,M1_LORO,loro_R32,Mreduced,[bmim],[PF6],R32,refrigerant,R32,348.2,0.9999,0.2479999959468841,0.2822763383388519,0.04198736873531795,0.03427634239196781
[bmim]__[PF6]__R32__298.15__0.05,M1_LORO,loro_R32,Mreduced,[bmim],[PF6],R32,refrigerant,R32,298.15,0.05,0.0390000008046627,0.09225019067525864,0.01660466421857809,0.05325018987059594
[bmim]__[PF6]__R32__298.15__0.1,M1_LORO,loro_R32,Mreduced,[bmim],[PF6],R32,refrigerant,R32,298.15,0.1,0.0759999975562095,0.12488025575876231,0.014673528783103554,0.04888025820255282
[bmim]__[PF6]__R32__298.15__0.2,M1_LORO,loro_R32,Mreduced,[bmim],[PF6],R32,refrigerant,R32,298.15,0.2,0.1459999978542328,0.20503031611442563,0.00892308424830522,0.05903031826019284
[bmim]__[PF6]__R32__298.15__0.4,M1_LORO,loro_R32,Mreduced,[bmim],[PF6],R32,refrigerant,R32,298.15,0.4,0.2730000019073486,0.3994153797626495,0.014316876665723413,0.12641537785530094
[bmim]__[PF6]__R32__298.15__0.6,M1_LORO,loro_R32,Mreduced,[bmim],[PF6],R32,refrigerant,R32,298.15,0.6,0.3840000033378601,0.5528242111206054,0.02689690646924209,0.16882420778274532
[bmim]__[PF6]__R32__298.15__0.8,M1_LORO,loro_R32,Mreduced,[bmim],[PF6],R32,refrigerant,R32,298.15,0.8,0.4830000102519989,0.6507527112960816,0.034750447332925025,0.16775270104408269
[bmim]__[PF6]__R32__298.15__1,M1_LORO,loro_R32,Mreduced,[bmim],[PF6],R32,refrigerant,R32,298.15,1.0,0.5740000009536743,0.730286467075348,0.04214515433053878,0.15628646612167363
[bmim]__[SCN]__R32__298.15__0.0095,M1_LORO,loro_R32,Mreduced,[bmim],[SCN],R32,refrigerant,R32,298.15,0.0095,0.0040000001899898,0.04624061249196524,0.018272869834263256,0.04224061230197544
[bmim]__[SCN]__R32__298.15__0.1003,M1_LORO,loro_R32,Mreduced,[bmim],[SCN],R32,refrigerant,R32,298.15,0.1003,0.0410000011324882,0.08639566004276275,0.01674154356595368,0.04539565891027455
[bmim]__[SCN]__R32__298.15__0.2503,M1_LORO,loro_R32,Mreduced,[bmim],[SCN],R32,refrigerant,R32,298.15,0.2503,0.1000000014901161,0.18528883755207057,0.015499669403452175,0.08528883606195446
[bmim]__[SCN]__R32__298.15__0.3996,M1_LORO,loro_R32,Mreduced,[bmim],[SCN],R32,refrigerant,R32,298.15,0.3996,0.1580000072717666,0.2991339087486267,0.017368419191743537,0.1411339014768601
[bmim]__[SCN]__R32__298.15__0.55,M1_LORO,loro_R32,Mreduced,[bmim],[SCN],R32,refrigerant,R32,298.15,0.55,0.2140000015497207,0.40522177815437316,0.02083516940606923,0.19122177660465245
[bmim]__[SCN]__R32__298.15__0.6997,M1_LORO,loro_R32,Mreduced,[bmim],[SCN],R32,refrigerant,R32,298.15,0.6997,0.270000010728836,0.4919054687023163,0.026406329228457707,0.22190545797348027
[bmim]__[SCN]__R32__298.15__0.8495,M1_LORO,loro_R32,Mreduced,[bmim],[SCN],R32,refrigerant,R32,298.15,0.8495,0.3240000009536743,0.5609617710113526,0.030632091368762417,0.23696177005767827
[bmim]__[SCN]__R32__298.15__0.9992,M1_LORO,loro_R32,Mreduced,[bmim],[SCN],R32,refrigerant,R32,298.15,0.9992,0.3790000081062317,0.6198139309883117,0.0353653503599969,0.24081392288208003
[bmim]__[SCN]__R32__298.15__0.05,M1_LORO,loro_R32,Mreduced,[bmim],[SCN],R32,refrigerant,R32,298.15,0.05,0.0040000001899898,0.06254983171820636,0.017550958536091794,0.05854983152821656
[bmim]__[SCN]__R32__298.15__0.1,M1_LORO,loro_R32,Mreduced,[bmim],[SCN],R32,refrigerant,R32,298.15,0.1,0.0240000002086162,0.0862284183502197,0.016751341389591428,0.0622284181416035
[bmim]__[SCN]__R32__298.15__0.2,M1_LORO,loro_R32,Mreduced,[bmim],[SCN],R32,refrigerant,R32,298.15,0.2,0.0570000000298023,0.14890803396701807,0.015370649628036215,0.09190803393721578
[bmim]__[SCN]__R32__298.15__0.4,M1_LORO,loro_R32,Mreduced,[bmim],[SCN],R32,refrigerant,R32,298.15,0.4,0.1270000040531158,0.29943490624427793,0.01736705657078083,0.17243490219116214
[bmim]__[SCN]__R32__298.15__0.6,M1_LORO,loro_R32,Mreduced,[bmim],[SCN],R32,refrigerant,R32,298.15,0.6,0.2119999974966049,0.4362629413604736,0.022886354258650918,0.22426294386386872
[bmim]__[SCN]__R32__298.15__0.8,M1_LORO,loro_R32,Mreduced,[bmim],[SCN],R32,refrigerant,R32,298.15,0.8,0.2800000011920929,0.5397637128829956,0.02949668698694163,0.25976371169090273
[bmim]__[SCN]__R32__298.15__1,M1_LORO,loro_R32,Mreduced,[bmim],[SCN],R32,refrigerant,R32,298.15,1.0,0.3490000069141388,0.6201138138771057,0.03539285847047,0.27111380696296694
[hmim]__[BF4]__R32__303.2__0.0406,M1_LORO,loro_R32,Mreduced,[hmim],[BF4],R32,refrigerant,R32,303.2,0.0406,0.0280000008642673,0.07733948677778238,0.01810607796667613,0.04933948591351508
[hmim]__[BF4]__R32__313.2__0.048,M1_LORO,loro_R32,Mreduced,[hmim],[BF4],R32,refrigerant,R32,313.2,0.048,0.0266699995845556,0.0659953281283378,0.01200387878926282,0.039325328543782206
[hmim]__[BF4]__R32__323.2__0.0539,M1_LORO,loro_R32,Mreduced,[hmim],[BF4],R32,refrigerant,R32,323.2,0.0539,0.0239599999040365,0.06133980751037597,0.00896646164006952,0.037379807606339466
[hmim]__[BF4]__R32__333.2__0.0585,M1_LORO,loro_R32,Mreduced,[hmim],[BF4],R32,refrigerant,R32,333.2,0.0585,0.0211999993771314,0.05914981141686435,0.008831921372139978,0.03794981203973295
[hmim]__[BF4]__R32__343.2__0.0603,M1_LORO,loro_R32,Mreduced,[hmim],[BF4],R32,refrigerant,R32,343.2,0.0603,0.0179500002413988,0.057050073891878085,0.010782376976114526,0.03910007365047928
[hmim]__[Cl]__R32__298.15__0.05,M1_LORO,loro_R32,Mreduced,[hmim],[Cl],R32,refrigerant,R32,298.15,0.05,0.0209999997168779,0.07633601576089857,0.020488443825902772,0.05533601604402068
[hmim]__[Cl]__R32__298.15__0.1,M1_LORO,loro_R32,Mreduced,[hmim],[Cl],R32,refrigerant,R32,298.15,0.1,0.0439999997615814,0.10345124602317808,0.019755211205959498,0.05945124626159668
[hmim]__[Cl]__R32__298.15__0.2,M1_LORO,loro_R32,Mreduced,[hmim],[Cl],R32,refrigerant,R32,298.15,0.2,0.0920000001788139,0.16856539249420166,0.01793225084832466,0.07656539231538775
[hmim]__[Cl]__R32__298.15__0.4,M1_LORO,loro_R32,Mreduced,[hmim],[Cl],R32,refrigerant,R32,298.15,0.4,0.1860000044107437,0.31561492681503295,0.019461017762281086,0.12961492240428923
[hmim]__[Cl]__R32__298.15__0.6,M1_LORO,loro_R32,Mreduced,[hmim],[Cl],R32,refrigerant,R32,298.15,0.6,0.2720000147819519,0.45037180185317993,0.027537486430729407,0.17837178707122803
[hmim]__[Cl]__R32__298.15__0.8,M1_LORO,loro_R32,Mreduced,[hmim],[Cl],R32,refrigerant,R32,298.15,0.8,0.6449999809265137,0.5494906783103943,0.03116121337454286,0.09550930261611934
[hmim]__[Cl]__R32__298.15__1,M1_LORO,loro_R32,Mreduced,[hmim],[Cl],R32,refrigerant,R32,298.15,1.0,0.4099999964237213,0.6318695425987244,0.03378333548920889,0.2218695461750031
[hmim]__[Tf2N]__R32__302.7__0.1144,M1_LORO,loro_R32,Mreduced,[hmim],[Tf2N],R32,refrigerant,R32,302.7,0.1144,0.1114000007510185,0.2011937648057937,0.014603349391817224,0.08979376405477521
[hmim]__[Tf2N]__R32__303.3__0.2108,M1_LORO,loro_R32,Mreduced,[hmim],[Tf2N],R32,refrigerant,R32,303.3,0.2108,0.1979999989271164,0.2740955948829651,0.009679531584543552,0.0760955959558487
[hmim]__[Tf2N]__R32__302.9__0.3021,M1_LORO,loro_R32,Mreduced,[hmim],[Tf2N],R32,refrigerant,R32,302.9,0.3021,0.2806000113487243,0.3602214515209198,0.014953543860084378,0.07962144017219547
[hmim]__[Tf2N]__R32__302.5__0.4142,M1_LORO,loro_R32,Mreduced,[hmim],[Tf2N],R32,refrigerant,R32,302.5,0.4142,0.3621000051498413,0.4661976873874664,0.023913280323445266,0.10409768223762511
[hmim]__[Tf2N]__R32__302.9__0.5136,M1_LORO,loro_R32,Mreduced,[hmim],[Tf2N],R32,refrigerant,R32,302.9,0.5136,0.4192000031471252,0.5430859804153443,0.02753399731451299,0.1238859772682191
[hmim]__[Tf2N]__R32__303.4__0.5854,M1_LORO,loro_R32,Mreduced,[hmim],[Tf2N],R32,refrigerant,R32,303.4,0.5854,0.454800009727478,0.5883130908012391,0.030193950016344288,0.13351308107376103
[hmim]__[Tf2N]__R32__303.5__0.6395,M1_LORO,loro_R32,Mreduced,[hmim],[Tf2N],R32,refrigerant,R32,303.5,0.6395,0.4972000122070312,0.6217636585235595,0.03219332319135271,0.12456364631652833
[hmim]__[Tf2N]__R32__313.9__0.139,M1_LORO,loro_R32,Mreduced,[hmim],[Tf2N],R32,refrigerant,R32,313.9,0.139,0.1059999987483024,0.18372533917427059,0.007211235433633682,0.07772534042596818
[hmim]__[Tf2N]__R32__313.2__0.2507,M1_LORO,loro_R32,Mreduced,[hmim],[Tf2N],R32,refrigerant,R32,313.2,0.2507,0.1906999945640564,0.2588327825069427,0.007709884864471341,0.0681327879428863
[hmim]__[Tf2N]__R32__313__0.3633,M1_LORO,loro_R32,Mreduced,[hmim],[Tf2N],R32,refrigerant,R32,313.0,0.3633,0.2714000046253204,0.342308896780014,0.019081114608746407,0.07090889215469365
[hmim]__[Tf2N]__R32__313.9__0.5097,M1_LORO,loro_R32,Mreduced,[hmim],[Tf2N],R32,refrigerant,R32,313.9,0.5097,0.3504000008106231,0.44187880158424375,0.025595497281451125,0.09147880077362064
[hmim]__[Tf2N]__R32__312.5__0.6137,M1_LORO,loro_R32,Mreduced,[hmim],[Tf2N],R32,refrigerant,R32,312.5,0.6137,0.4088000059127807,0.5185675323009491,0.030299407703767742,0.10976752638816839
[hmim]__[Tf2N]__R32__312.2__0.6931,M1_LORO,loro_R32,Mreduced,[hmim],[Tf2N],R32,refrigerant,R32,312.2,0.6931,0.4447000026702881,0.5648256182670593,0.03398906900194612,0.12012561559677126
[hmim]__[Tf2N]__R32__313.4__0.7787,M1_LORO,loro_R32,Mreduced,[hmim],[Tf2N],R32,refrigerant,R32,313.4,0.7787,0.4857999980449676,0.5946363568305969,0.036564055085910804,0.1088363587856293
[hmim]__[Tf2N]__R32__323.6__0.1615,M1_LORO,loro_R32,Mreduced,[hmim],[Tf2N],R32,refrigerant,R32,323.6,0.1615,0.1013000011444091,0.17373770475387573,0.005857050777896066,0.07243770360946664
[hmim]__[Tf2N]__R32__323.9__0.2957,M1_LORO,loro_R32,Mreduced,[hmim],[Tf2N],R32,refrigerant,R32,323.9,0.2957,0.182899996638298,0.2463203489780426,0.014372496904254585,0.0634203523397446
[hmim]__[Tf2N]__R32__323.2__0.4284,M1_LORO,loro_R32,Mreduced,[hmim],[Tf2N],R32,refrigerant,R32,323.2,0.4284,0.2617999911308288,0.32608784437179567,0.024708152158875483,0.06428785324096686
[hmim]__[Tf2N]__R32__323.9__0.6002,M1_LORO,loro_R32,Mreduced,[hmim],[Tf2N],R32,refrigerant,R32,323.9,0.6002,0.339599996805191,0.4154382824897766,0.03183270010193788,0.07583828568458562
[hmim]__[Tf2N]__R32__322.6__0.7404,M1_LORO,loro_R32,Mreduced,[hmim],[Tf2N],R32,refrigerant,R32,322.6,0.7404,0.3953999876976013,0.4912384867668152,0.035448873518740195,0.09583849906921388
[hmim]__[Tf2N]__R32__324.1__0.8482,M1_LORO,loro_R32,Mreduced,[hmim],[Tf2N],R32,refrigerant,R32,324.1,0.8482,0.430400013923645,0.523218822479248,0.037482150060479426,0.09281880855560298
[hmim]__[Tf2N]__R32__322.4__0.9028,M1_LORO,loro_R32,Mreduced,[hmim],[Tf2N],R32,refrigerant,R32,322.4,0.9028,0.4760000109672546,0.5600758910179138,0.03920326222955864,0.08407588005065919
[hmim]__[Tf2N]__R32__332.6__0.1826,M1_LORO,loro_R32,Mreduced,[hmim],[Tf2N],R32,refrigerant,R32,332.6,0.1826,0.0970999971032142,0.16685717701911923,0.007186730237471688,0.06975717991590503
[hmim]__[Tf2N]__R32__333.4__0.3387,M1_LORO,loro_R32,Mreduced,[hmim],[Tf2N],R32,refrigerant,R32,333.4,0.3387,0.1755000054836273,0.23907201886177062,0.01757535648523178,0.06357201337814333
[hmim]__[Tf2N]__R32__332.6__0.4921,M1_LORO,loro_R32,Mreduced,[hmim],[Tf2N],R32,refrigerant,R32,332.6,0.4921,0.252700001001358,0.31326228380203247,0.027718559865606618,0.060562282800674494
[hmim]__[Tf2N]__R32__332.6__0.6826,M1_LORO,loro_R32,Mreduced,[hmim],[Tf2N],R32,refrigerant,R32,332.6,0.6826,0.3298999965190887,0.3926930367946625,0.03532819352096962,0.06279304027557381
[hmim]__[Tf2N]__R32__333.5__0.8613,M1_LORO,loro_R32,Mreduced,[hmim],[Tf2N],R32,refrigerant,R32,333.5,0.8613,0.3833999931812286,0.4511135220527649,0.038954541123468744,0.06771352887153631
[hmim]__[Tf2N]__R32__333.7__0.9776,M1_LORO,loro_R32,Mreduced,[hmim],[Tf2N],R32,refrigerant,R32,333.7,0.9776,0.4185999929904938,0.48898030519485475,0.04173805056557152,0.07038031220436097
[hmim]__[Tf2N]__R32__333__1.0686,M1_LORO,loro_R32,Mreduced,[hmim],[Tf2N],R32,refrigerant,R32,333.0,1.0686,0.4625999927520752,0.5265780985355377,0.04373138596374579,0.06397810578346252
[hmim]__[Tf2N]__R32__343.2__0.2081,M1_LORO,loro_R32,Mreduced,[hmim],[Tf2N],R32,refrigerant,R32,343.2,0.2081,0.092299997806549,0.16181190907955165,0.00842661712480458,0.06951191127300264
[hmim]__[Tf2N]__R32__342.9__0.3815,M1_LORO,loro_R32,Mreduced,[hmim],[Tf2N],R32,refrigerant,R32,342.9,0.3815,0.1686999946832656,0.23186860978603357,0.020620549648200925,0.06316861510276797
[hmim]__[Tf2N]__R32__343.3__0.5634,M1_LORO,loro_R32,Mreduced,[hmim],[Tf2N],R32,refrigerant,R32,343.3,0.5634,0.2430000007152557,0.29626249670982363,0.031108068820927627,0.05326249599456792
[hmim]__[Tf2N]__R32__343.3__0.7914,M1_LORO,loro_R32,Mreduced,[hmim],[Tf2N],R32,refrigerant,R32,343.3,0.7914,0.3172999918460846,0.36621885895729067,0.03976190215970629,0.04891886711120608
[hmim]__[Tf2N]__R32__343.1__0.9794,M1_LORO,loro_R32,Mreduced,[hmim],[Tf2N],R32,refrigerant,R32,343.1,0.9794,0.3716999888420105,0.42153828144073485,0.041677159391045146,0.049838292598724354
[hmim]__[Tf2N]__R32__344.1__1.1307,M1_LORO,loro_R32,Mreduced,[hmim],[Tf2N],R32,refrigerant,R32,344.1,1.1307,0.4045999944210052,0.4600362479686737,0.04474978396474496,0.05543625354766851
[hmim]__[Tf2N]__R32__342.6__1.2208,M1_LORO,loro_R32,Mreduced,[hmim],[Tf2N],R32,refrigerant,R32,342.6,1.2208,0.4505999982357025,0.49952508211135865,0.046884144095332335,0.04892508387565614
[pmpy]__[Tf2N]__R32__283.15__0.0102,M1_LORO,loro_R32,Mreduced,[pmpy],[Tf2N],R32,refrigerant,R32,283.15,0.0102,0.0149999996647238,0.40648837089538575,0.09286474813170481,0.39148837123066194
[pmpy]__[Tf2N]__R32__283.15__0.1,M1_LORO,loro_R32,Mreduced,[pmpy],[Tf2N],R32,refrigerant,R32,283.15,0.1,0.1400000005960464,0.4799074769020081,0.09290225346233781,0.3399074763059617
[pmpy]__[Tf2N]__R32__283.15__0.2494,M1_LORO,loro_R32,Mreduced,[pmpy],[Tf2N],R32,refrigerant,R32,283.15,0.2494,0.3129999935626983,0.6048734664916993,0.09274815838827756,0.29187347292900095
[pmpy]__[Tf2N]__R32__283.15__0.3996,M1_LORO,loro_R32,Mreduced,[pmpy],[Tf2N],R32,refrigerant,R32,283.15,0.3996,0.4550000131130218,0.7227542877197266,0.0935696773205871,0.2677542746067048
[pmpy]__[Tf2N]__R32__283.15__0.5493,M1_LORO,loro_R32,Mreduced,[pmpy],[Tf2N],R32,refrigerant,R32,283.15,0.5493,0.5730000138282776,0.8270795702934265,0.09554783405981841,0.2540795564651489
[pmpy]__[Tf2N]__R32__283.15__0.6996,M1_LORO,loro_R32,Mreduced,[pmpy],[Tf2N],R32,refrigerant,R32,283.15,0.6996,0.6830000281333923,0.9169809818267822,0.09833394752047675,0.2339809536933899
[pmpy]__[Tf2N]__R32__283.15__0.8495,M1_LORO,loro_R32,Mreduced,[pmpy],[Tf2N],R32,refrigerant,R32,283.15,0.8495,0.7820000052452087,0.9577642798423767,0.0668422637771667,0.17576427459716792
[pmpy]__[Tf2N]__R32__298.05__0.0095,M1_LORO,loro_R32,Mreduced,[pmpy],[Tf2N],R32,refrigerant,R32,298.05,0.0095,0.0099999997764825,0.3172414034605026,0.08803736054399634,0.3072414036840201
[pmpy]__[Tf2N]__R32__298.05__0.1002,M1_LORO,loro_R32,Mreduced,[pmpy],[Tf2N],R32,refrigerant,R32,298.05,0.1002,0.096000000834465,0.38162156343460085,0.0852742821961272,0.2856215626001358
[pmpy]__[Tf2N]__R32__298.05__0.2503,M1_LORO,loro_R32,Mreduced,[pmpy],[Tf2N],R32,refrigerant,R32,298.05,0.2503,0.2220000028610229,0.495178633928299,0.08360500664502422,0.2731786310672761
[pmpy]__[Tf2N]__R32__298.05__0.3996,M1_LORO,loro_R32,Mreduced,[pmpy],[Tf2N],R32,refrigerant,R32,298.05,0.3996,0.3300000131130218,0.6063011527061463,0.08428572780839151,0.27630113959312447
[pmpy]__[Tf2N]__R32__298.05__0.5497,M1_LORO,loro_R32,Mreduced,[pmpy],[Tf2N],R32,refrigerant,R32,298.05,0.5497,0.421999990940094,0.7062310218811035,0.08390310460703075,0.28423103094100954
